appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
370970,Unlimited Escape 3 & 4 Double Pack,2015-05-21,1,Carlo D'Apostoli Projects,Strategy First,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,2,0,0,0-20000,4.99,2015,3,0.25,10000.0,action casual indie,single-player,windows,,2446
371000,Cave Coaster,2015-06-04,1,Smyowl,Strategy First,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual,6,23,22,0,0,0-20000,3.99,2015,45,0.5,10000.0,casual indie,single-player steam achievements full controller support steam trading cards steam leaderboards,windows,,12923
371010,Nomad Fleet,2016-04-19,1,Autarca,Autarca,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Space,15,102,51,0,0,20000-50000,3.99,2016,153,0.6623376623376623,35000.0,indie strategy,single-player steam achievements steam trading cards,windows mac linux,space,1236
371100,Waste Walkers,2015-06-01,1,Corrosive Studios LLC,Corrosive Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG;Simulation;Strategy,RPG;RPGMaker;Indie,88,139,27,0,0,20000-50000,6.99,2015,166,0.8323353293413174,35000.0,action adventure indie rpg simulation strategy,single-player steam achievements steam trading cards captions available,windows,rpgmaker,2972
371120,Discouraged Workers,2015-09-16,1,YGGDRASIL STUDIO,YGGDRASIL STUDIO,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie,Nudity;Sexual Content;Mature,36,61,38,0,0,0-20000,10.99,2015,99,0.61,10000.0,adventure indie,single-player steam achievements full controller support steam trading cards steam workshop steam cloud,windows mac linux,mature,15905
371140,Aegis Defenders,2018-02-08,1,GUTS Department,Humble Bundle,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Strategy;Action;RPG,31,88,21,0,0,0-20000,14.99,2018,109,0.8,10000.0,action adventure indie rpg strategy,single-player local co-op shared/split screen steam achievements full controller support captions available steam cloud,windows mac,,5451
371180,Super 3-D Noah's Ark,2015-06-23,1,"Wisdom Tree, Inc.",Piko Interactive LLC;Classics Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,FPS;Action;Classic,27,498,53,1,1,50000-100000,3.99,2015,551,0.9021739130434783,75000.0,action,single-player steam achievements full controller support steam trading cards steam cloud,windows mac linux,fps classic,15712
371190,Making History: The Calm and the Storm Gold Edition,2015-05-19,1,Muzzy Lane Software,Factus Games,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;World War II,0,86,16,0,0,0-20000,3.99,2015,102,0.8349514563106796,10000.0,simulation strategy,single-player multi-player,windows,world war ii,9442
371200,Halcyon 6: Starbase Commander,2016-09-08,1,"Massive Damage, Inc.","Massive Damage, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;RPG;Simulation;Strategy,Strategy;Indie;Space,69,1043,205,283,283,50000-100000,10.99,2016,1248,0.8350680544435548,75000.0,indie rpg simulation strategy,single-player steam achievements steam trading cards steam workshop steam cloud,windows mac linux,space,8814
371210,Gridberd,2015-09-07,1,Wareberd,Wareberd,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Adventure;Action;Indie,0,73,95,219,224,200000-500000,4.99,2015,168,0.4319526627218935,350000.0,action adventure indie,single-player steam trading cards partial controller support,windows,,15484
371220,VERLIES II,2015-09-25,1,Koya Game,Koya Game,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,RPG;Indie;Adventure,44,57,49,0,0,20000-50000,3.99,2015,106,0.5327102803738317,35000.0,adventure indie rpg,single-player steam achievements steam trading cards,windows,,7785
371280,Rolling Shapes,2015-06-08,1,"Vertex Games, S.C.","Vertex Games, S.C.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Indie,Indie;Puzzle;Sci-fi,17,12,10,0,0,0-20000,0.79,2015,22,0.5217391304347826,10000.0,indie,single-player steam achievements steam trading cards partial controller support stats steam leaderboards,windows,puzzle sci-fi,15183
371300,Knee Deep,2015-07-06,1,Prologue Games,Prologue Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Mystery;Indie,43,119,30,0,0,20000-50000,14.99,2015,149,0.7933333333333333,35000.0,adventure indie,single-player steam achievements full controller support steam trading cards steam cloud,windows mac linux,mystery,11175
371320,Samsa and the Knights of Light,2015-12-01,1,Atixx;ClorithStudio,ClorithStudio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,26,23,2,0,0,0-20000,3.99,2015,25,0.8846153846153846,10000.0,adventure indie rpg,single-player steam achievements full controller support steam trading cards captions available steam cloud,windows,,1193
371330,Two Digits,2015-05-22,1,Cleverweek,Cleverweek,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie,Indie;Casual;Puzzle,13,245,88,280,283,200000-500000,1.59,2015,333,0.7335329341317365,350000.0,casual indie,single-player steam achievements steam trading cards stats,windows mac linux,puzzle,2744
371360,Orc Assault,2016-05-10,1,Ghost Machine,Ghost Machine,windows,0,Single-player;VR Support;Partial Controller Support,Indie;RPG;Strategy,Indie;Strategy;RPG,0,6,15,0,0,0-20000,14.99,2016,21,0.2727272727272727,10000.0,indie rpg strategy,single-player vr support partial controller support,windows,,5723
371370,Advent,2015-05-15,1,Omega Games,Omega Games,windows,0,Single-player,RPG,RPG;Indie;Turn-Based,0,14,8,0,0,0-20000,0.0,2015,22,0.6086956521739131,10000.0,rpg,single-player,windows,turn-based,10184
371380,Dr. Spacezoo,2016-05-09,1,SmashRiot LLC,SmashRiot LLC,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,12,8,0,0,0,0-20000,10.99,2016,8,0.8888888888888888,10000.0,action indie early access,single-player co-op local co-op shared/split screen steam achievements full controller support steam trading cards steam cloud steam leaderboards,windows mac linux,,12907
371390,Flix The Flea,2015-06-01,1,Psychotic Psoftware,Psychotic Psoftware,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Platformer,0,77,116,285,301,50000-100000,1.99,2015,193,0.39690721649484534,75000.0,action indie,single-player steam trading cards,windows,platformer,11207
371400,Downpour,2015-05-14,1,Modesto A. Rabena,Divergent Game Studio,windows,0,Single-player;Steam Trading Cards,Action;Indie;Simulation,Action;Indie;Simulation,0,5,7,0,0,0-20000,0.79,2015,12,0.38461538461538464,10000.0,action indie simulation,single-player steam trading cards,windows,,9250
371410,Hostile Dimension,2015-06-25,1,Alrauna Studios,Play sp. z o. o.,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Space,10,8,10,0,0,0-20000,1.59,2015,18,0.42105263157894735,10000.0,action indie,single-player multi-player co-op cross-platform multiplayer steam achievements steam trading cards,windows,space,732
371420,Teddy Floppy Ear - The Race,2015-05-22,1,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Racing;Simulation;Sports,Racing;Sports;Indie,14,632,192,517,541,100000-200000,3.99,2015,824,0.7660606060606061,150000.0,indie racing simulation sports,single-player shared/split screen steam achievements full controller support steam trading cards steam cloud steam leaderboards,windows mac linux,,5118
371430,Space Grunts,2016-01-12,1,Orangepixel,Orangepixel,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG;Strategy,Indie;Action;RPG,31,57,14,0,0,0-20000,11.39,2016,71,0.7916666666666666,10000.0,action indie rpg strategy,single-player steam achievements full controller support steam trading cards steam cloud steam leaderboards,windows mac linux,,10278
371450,Awe,2015-10-09,1,Badland Development Studio,BadLand Publishing,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Casual;Indie,Casual;Indie;Puzzle,18,167,54,14,14,20000-50000,0.79,2015,221,0.7522522522522522,35000.0,casual indie,single-player steam achievements steam trading cards steam cloud stats,windows mac,puzzle,1400
371460,Gnumz: Masters of Defense,2015-12-21,1,Creobit,8Floor,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Strategy,Strategy;Casual;Tower Defense,12,76,29,307,313,20000-50000,3.99,2015,105,0.7169811320754716,35000.0,casual strategy,single-player steam achievements steam trading cards steam cloud,windows,tower defense,3084
371500,Grey Cubes,2015-05-15,1,Deion Mobile,Deion Mobile,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Stats,Action;Casual;Indie,Action;Casual;Indie,13,380,43,0,0,20000-50000,0.79,2015,423,0.8962264150943396,35000.0,action casual indie,single-player steam achievements full controller support stats,windows mac linux,,3656
371510,Gunnheim,2015-10-16,1,SIEIDI Ltd,Meridian4,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Co-op,11,122,167,335,335,100000-200000,6.99,2015,289,0.4206896551724138,150000.0,action indie,single-player multi-player co-op shared/split screen cross-platform multiplayer steam achievements steam trading cards partial controller support steam cloud,windows mac linux,,12187
371520,Bounty Train,2017-05-16,1,Corbie Games,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Indie,30,572,240,217,217,50000-100000,18.99,2017,812,0.7035670356703567,75000.0,indie simulation strategy,single-player steam achievements steam trading cards,windows mac,,2947
371530,Legends of Pixelia,2015-09-14,1,SimaGames,SimaGames,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;RPG,Action;RPG;Indie,69,19,2,0,0,0-20000,4.99,2015,21,0.8636363636363636,10000.0,action indie rpg,single-player local multi-player local co-op shared/split screen steam achievements full controller support steam trading cards steam cloud stats,windows mac linux,,12728
371550,A Bastard's Tale,2015-05-26,1,No Pest Productions,No Pest Productions,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,10,164,38,408,408,20000-50000,3.99,2015,202,0.8078817733990148,35000.0,action adventure indie,single-player steam achievements full controller support steam trading cards steam cloud,windows,,9887
371570,Tap Heroes,2015-06-05,1,VaragtP,VaragtP,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;RPG,Clicker;Casual;Indie,50,887,294,270,220,200000-500000,2.09,2015,1181,0.7504230118443317,350000.0,action adventure casual indie rpg,single-player steam achievements steam trading cards steam cloud,windows,clicker,15132
371620,SBX: Invasion,2015-06-01,1,Jason Carter,Wakeskater Studio,windows,0,Single-player,Action;Indie;Strategy,Action;Indie;Strategy,0,3,3,0,0,0-20000,1.59,2015,6,0.42857142857142855,10000.0,action indie strategy,single-player,windows,,7165
371650,COLINA: Legacy,2018-09-13,1,"Chance6 Studios, LLC","Chance6 Studios, LLC",windows;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Indie;Psychological Horror;Survival Horror,19,71,12,0,0,0-20000,7.19,2018,83,0.8452380952380952,10000.0,action adventure indie,single-player steam achievements partial controller support,windows linux,psychological horror survival horror,2545
371660,Far Cry® Primal,2016-02-29,1,Ubisoft,Ubisoft,windows,18,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Survival;Action,0,8428,2633,949,923,500000-1000000,41.99,2016,11061,0.7618875429397939,750000.0,action adventure,single-player steam trading cards partial controller support,windows,open world survival,14864
371670,Rolling Sun,2015-06-03,1,Mystik'Art,Mystik'Art,windows,0,Single-player;Full controller support;Steam Trading Cards;Commentary available,Adventure;Indie;Strategy,Indie;Platformer;Adventure,0,360,387,212,212,200000-500000,1.59,2015,747,0.48128342245989303,350000.0,adventure indie strategy,single-player full controller support steam trading cards commentary available,windows,platformer,9480
371690,Pixel Space,2015-07-27,1,a REGULAR GAMER,a REGULAR GAMER,windows,0,Single-player,Action;Casual;Indie;RPG,Indie;Casual;Action,0,41,17,0,0,20000-50000,3.99,2015,58,0.6949152542372882,35000.0,action casual indie rpg,single-player,windows,,16195
371700,Hypership Out of Control 2,2019-01-09,1,Fun Infused Games,Fun Infused Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Casual;Indie;Racing,Action;Indie;Casual,11,2,0,0,0,0-20000,3.99,2019,2,0.6666666666666666,10000.0,action casual indie racing,single-player steam achievements full controller support steam leaderboards,windows,,5315
371710,Age of Castles: Warlords,2015-05-15,1,Anarchy Enterprises,Anarchy Enterprises,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0,14,27,542,542,0-20000,1.59,2015,41,0.3333333333333333,10000.0,casual indie simulation strategy,single-player steam trading cards,windows mac,,792
371790,Ramayana,2015-05-25,1,Rakesh Malik,Rakesh Malik,windows;linux,0,Single-player;Steam Achievements,Adventure;Indie;Strategy,Strategy;Adventure;Indie,10,7,3,0,0,0-20000,1.69,2015,10,0.6363636363636364,10000.0,adventure indie strategy,single-player steam achievements,windows linux,,11471
371850,Football Mogul 2014,2015-05-28,1,"Sports Mogul, Inc.","Sports Mogul, Inc.",windows,0,Single-player,Casual;Simulation;Sports;Strategy,Sports;Simulation;Strategy,0,20,10,0,0,0-20000,0.79,2015,30,0.6451612903225806,10000.0,casual simulation sports strategy,single-player,windows,,13191
371880,Collider,2016-03-01,1,Binary Cocoa,Binary Cocoa,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie,Local Multiplayer;4 Player Local;Casual,17,48,12,0,0,20000-50000,1.99,2016,60,0.7868852459016393,35000.0,action casual indie,single-player shared/split screen steam achievements full controller support,windows mac linux,local multiplayer 4 player local,1685
